Image Name | Expected Plate | Detected Plate | Match | Confidence | CER 
650.png | 20ou575 | "200u575 | ✗ | 0.41 | 0.71 
651.png | 36rc649 | am | ✗ | 0.96 | 0.00 
652.png | 35sg722 | 435sg722 | ✗ | 0.69 | 0.86 
653.png | 36vz031 | 36vz031 | ✓ | 0.98 | 1.00 
654.png | 70ta001 | am | ✗ | 0.96 | 0.14 
655.png | 36tq209 | 136tq209 | ✗ | 0.93 | 0.86 
656.png | 001ot01 | ami | ✗ | 0.83 | 0.00 
657.png | 35dv691 | 135dv621 | ✗ | 0.54 | 0.71 
658.png | 36uz471 | bbuz471 | ✗ | 0.67 | 0.71 
659.png | 35co472 | 35co472 | ✓ | 0.67 | 1.00 
66.png | 71sg071 | z1sg071 | ✗ | 0.47 | 0.86 
660.png | 36mf879 | 36mf879 | ✓ | 1.00 | 1.00 
661.png | 36qs557 | am | ✗ | 0.96 | 0.00 
662.png | 25am222 | 425am222 | ✗ | 0.19 | 0.86 
663.png | 32cc111 | am | ✗ | 0.98 | 0.00 
664.png | 77ul677 | am | ✗ | 0.96 | 0.00 
665.png | 36nm352 | am | ✗ | 1.00 | 0.14 
666.png | 04so880 | am | ✗ | 1.00 | 0.00 
667.png | 60lx060 | ju6flx060 | ✗ | 0.15 | 0.57 
668.png | 35qz727 | am | ✗ | 0.98 | 0.00 
669.png | 23ll611 | 23ll611 | ✓ | 0.79 | 1.00 
67.png | 36td096 | 36td096 | ✓ | 0.91 | 1.00 
670.png | 36fd508 | 36fd508 | ✓ | 0.88 | 1.00 
671.png | 95qr999 | 125@r992 | ✗ | 0.31 | 0.43 
672.png | 06uu700 | am | ✗ | 1.00 | 0.00 
673.png | 29so240 | 44 | ✗ | 0.68 | 0.14 
674.png | 26gg888 | am | ✗ | 0.99 | 0.00 
68.png | 58va588 | 58va588 | ✓ | 0.98 | 1.00 
69.png | 35qa066 | 435@a066 | ✗ | 0.45 | 0.71 
6BZCZLSJ.png | tst23789 | tst23789 | ✓ | 1.00 | 1.00 
6C83SZ.png | 2se8392 | 8392 | ✗ | 1.00 | 0.57 
6C9H3.png | crr439 | 439 | ✗ | 0.82 | 0.50 
6CII09Z.png | ezg01139 | pl | ✗ | 1.00 | 0.00 
6CIL0025.png | ezg01139 | ezg01139 | ✓ | 0.94 | 1.00 
6CL8L09.png | 5c18139 | 5c1 | ✗ | 0.57 | 0.43 
6CZ86YD.png | kta98739 | kta98739 | ✓ | 0.98 | 1.00 
6CZ975C.png | psz67398 | psz67398 | ✓ | 0.71 | 1.00 
6CZ9ZS9.png | psz67398 | psz67398 | ✓ | 0.99 | 1.00 
6I1XC6.png | 92klj9 | 92klj9 | ✓ | 0.88 | 1.00 
6I6CNQ.png | dnj919 | dnj919 | ✓ | 0.35 | 1.00 
6NZVT.png | lra2n91 | pl | ✗ | 1.00 | 0.00 
6P2CHJ.png | lch37491 | lch37491 | ✓ | 0.52 | 1.00 
6P7XX99.png | 6xkl49 | nl | ✗ | 1.00 | 0.17 
6PEWM.png | wm339b | hm | ✗ | 0.96 | 0.17 
6PII8B.png | rp81149 | pl | ✗ | 1.00 | 0.14 
6PTXX99.png | 6xkl49 | 6xkl49 | ✓ | 0.54 | 1.00 
6S606ZB.png | rz90959 | pl | ✗ | 0.99 | 0.00 
6S9CJV.png | jtj559 | jtj559 | ✓ | 0.95 | 1.00 
6S9S0L.png | tos4r59 | tos4r59 | ✓ | 0.94 | 1.00 
6SCZP1T.png | kli47359 | kli47359 | ✓ | 0.93 | 1.00 
6SH9S0L.png | tos4r59 | toszr59 | ✗ | 0.61 | 0.86 
6Z0681BM.png | wra87079 | pl | ✗ | 1.00 | 0.00 
6Z900HH.png | hdc629 | hdc | ✗ | 1.00 | 0.50 
6Z9C099.png | 6ac3629 | 3629 | ✗ | 1.00 | 0.57 
6ZL8H9.png | 5h87219 | 7219 | ✗ | 0.95 | 0.57 
6ZR8XA89.png | 8vxr29 | nl | ✗ | 1.00 | 0.00 
7.png | 35fp398 | am | ✗ | 1.00 | 0.00 
70.png | 60mm800 | am | ✗ | 1.00 | 0.14 
702.png | 37at926 | 37 | ✗ | 1.00 | 0.29 
7ZZ8989.png | 6b68772 | 8772 | ✗ | 1.00 | 0.57 
8.png | 77cp772 | 77cp772 | ✓ | 0.58 | 1.00 
8C403HH.png | hcu738 | hcu | ✗ | 0.66 | 0.50 
8C8C0V1.png | 1au3838 | 3838 | ✗ | 1.00 | 0.57 
8C8RS.png | fga838 | 838 | ✗ | 1.00 | 0.50 
8CZ760.png | dble738 | dblez8 | ✗ | 0.82 | 0.71 
8D929R.png | bk2408 | b | ✗ | 1.00 | 0.17 
8G8HQ0.png | dch898 | 898 | ✗ | 1.00 | 0.50 
8I0C9JU.png | rp63018 | rp63018 | ✓ | 0.60 | 1.00 
8IZZ7O0.png | dol27184 | dol27184 | ✓ | 0.92 | 1.00 
8J24218.png | 8127tf89 | 8127tf89 | ✓ | 0.99 | 1.00 
8K00BZM.png | 2z53078 | 3078 | ✗ | 0.89 | 0.57 
8K66MC.png | 3h13376 | 3376 | ✗ | 1.00 | 0.57 
8O05N3.png | enqc108 | 108 | ✗ | 0.95 | 0.43 
8PIZ0T.png | lc71148 | lcz1148 | ✗ | 0.61 | 0.86 
8Z9L.png | 5t16248 | 6248 | ✗ | 1.00 | 0.57 
8ZL0139.png | 4e40178 | 4el80178 | ✗ | 0.52 | 0.71 
8ZWSM.png | wgm7a86 | pl | ✗ | 1.00 | 0.00 
8ZX0ZP9.png | 4zdx28 | 4zdx28 | ✓ | 0.91 | 1.00 
8ZZ903C.png | 3e05228 | 3e05228 | ✓ | 0.93 | 1.00 
9.png | 80xf080 | 80xf080 | ✓ | 0.49 | 1.00 
9AC9Z00.png | ddz63v6 | ddz63v6 | ✓ | 0.68 | 1.00 
9B8C9JY.png | 4t43886 | 3886 | ✗ | 1.00 | 0.57 
9BCZZHS.png | sh77386 | sh7z38 | ✗ | 0.70 | 0.71 
9C16YVZZS.png | 572avl34 | 672avl34 | ✗ | 0.57 | 0.88 
9C3984.png | 88gfj8 | 88gfj8 | ✓ | 0.53 | 1.00 
9C3HL4M.png | 7thf36 | nl | ✗ | 1.00 | 0.00 
9C69TB.png | rja94367 | rja943677 | ✗ | 0.89 | 0.88 
9C6M4.png | 74gbj5 | 74gbj5 | ✓ | 0.74 | 1.00 
9C999.png | 644j4e | 644 | ✗ | 1.00 | 0.50 
9CIL089.png | kpo134 | kpo | ✗ | 0.98 | 0.50 
M222XC16_0.png | m222xc16 | 'm222{c16 | ✗ | 0.21 | 0.75 
M246XB102_0.png | m246xb102 | rus | ✗ | 1.00 | 0.00 
M249TH37_0.png | m249th37 | m249 | ✗ | 0.84 | 0.50 
M282MM46_0.png | m282mm46 | [m282mn36 | ✗ | 0.28 | 0.62 
M331AX46_0.png | m331ax46 | tm3s1ax463 | ✗ | 0.19 | 0.62 
M337MP68_0.png | m337mp68 | [m337mr68 | ✗ | 0.08 | 0.75 
M350XP31_0.png | m350xp31 | m50xpkl | ✗ | 0.20 | 0.62 
M400CC47_0.png | m400cc47 | m4oocckz | ✗ | 0.52 | 0.50 
M400KH40_0.png | m400kh40 | m4ookhizo: | ✗ | 0.48 | 0.25 
M408PK86_0.png | m408pk86 | pm4o8pkb6 | ✗ | 0.10 | 0.62 
M419BO163_0.png | m419bo163 | m419b0n163 | ✗ | 0.54 | 0.78 
M490XM54_0.png | m490xm54 | m49oxm5l | ✗ | 0.27 | 0.75 
M500EP163_0.png | m500ep163 | msooer6z | ✗ | 0.14 | 0.33 
M505AM116_0.png | m505am116 | 116 | ✗ | 0.98 | 0.33 
M570YP64_0.png | m570yp64 | "m570yp164 | ✗ | 0.35 | 0.75 
M600CO37_0.png | m600co37 | m6oo | ✗ | 0.78 | 0.38 
M613MM48_0.png | m613mm48 | m613mmee} | ✗ | 0.23 | 0.62 
M646AA197_0.png | m646aa197 | m646aa19z: | ✗ | 0.25 | 0.78 
M650TH116_0.png | m650th116 | rusi | ✗ | 0.55 | 0.00 
M670AB99_0.png | m670ab99 | m670ab99 | ✓ | 0.41 | 1.00 
M701PH36_0.png | m701ph36 | "mzoaphke | ✗ | 0.36 | 0.25 
M702BO31_0.png | m702bo31 | m702b031 | ✗ | 0.61 | 0.88 
O001BA161.png | o001ba161 | oo01b4161 | ✗ | 0.15 | 0.78 
O001KP43_0.png | o001kp43 | ooo1kp5 | ✗ | 0.33 | 0.50 
O001MX54_0.png | o001mx54 | 000imxes | ✗ | 0.27 | 0.50 
O001TO22.png | o001to22 | 00011022 | ✗ | 0.95 | 0.62 
O002HX98_0.png | o002hx98 | 00024k98 | ✗ | 0.33 | 0.62 
O002OO97.png | o002oo97 | rus | ✗ | 1.00 | 0.00 
O003BC73.png | o003bc73 | 73 | ✗ | 1.00 | 0.25 
O003CT72.png | o003ct72 | 0003ct72 | ✗ | 0.54 | 0.88 
O003TX96.png | o003tx96 | 00031x% | ✗ | 0.31 | 0.50 
O003XY777.png | o003xy777 | 0o03xy777 | ✗ | 0.20 | 0.78 
O005AB05.png | o005ab05 | rus | ✗ | 0.99 | 0.00 
O005BY199.png | o005by199 | rus | ✗ | 0.91 | 0.00 
O005CB54.png | o005cb54 | r00o5cb6z | ✗ | 0.04 | 0.50 
O005HX72.png | o005hx72 | 0o05hxl72 | ✗ | 0.12 | 0.62 
O005HY177.png | o005hy177 | 'ooo5hy177] | ✗ | 0.14 | 0.56 
O005YB55.png | o005yb55 | "0005v8531 | ✗ | 0.19 | 0.25 
O006AO136.png | o006ao136 | 0o0bloug | ✗ | 0.06 | 0.22 
O007KO78.png | o007ko78 | '0007koize | ✗ | 0.31 | 0.38 
O007OC750.png | o007oc750 | rus | ✗ | 0.41 | 0.00 
O007PO52.png | o007po52 | 0007po52 | ✗ | 0.55 | 0.88 
O008PP36.png | o008pp36 | ooobreee | ✗ | 0.03 | 0.12 
O009PP777.png | o009pp777 | ooo9pp777 | ✗ | 0.81 | 0.78 
P006CA71.png | p006ca71 | poo6cazi | ✗ | 0.24 | 0.50 
P007KK99.png | p007kk99 | poozkko? | ✗ | 0.32 | 0.38 
P007PC63.png | p007pc63 | roozrc63 | ✗ | 0.46 | 0.38 
P007XT199_0.png | p007xt199 | poozxtn99 | ✗ | 0.22 | 0.56 
P008BM197_0.png | p008bm197 | poobbmn9 | ✗ | 0.29 | 0.44 
P008OM34_0.png | p008om34 | poo8om3z | ✗ | 0.22 | 0.62 
P009EX77.png | p009ex77 | rus | ✗ | 0.75 | 0.00 
P009OO152.png | p009oo152 | ro09oo15z | ✗ | 0.12 | 0.67 
P010AM197_0.png | p010am197 | pooamt97 | ✗ | 0.32 | 0.56 
P010KX72.png | p010kx72 | po10kx72 | ✗ | 0.23 | 0.88 
P010PP190.png | p010pp190 | ruse | ✗ | 0.34 | 0.00 
P011EY56.png | p011ey56 | fpo11eyb6 | ✗ | 0.24 | 0.62 
P011YE71.png | p011ye71 | rus | ✗ | 0.85 | 0.00 
P012YY66.png | p012yy66 | 66 | ✗ | 1.00 | 0.25 
P015AT63.png | p015at63 | 63 | ✗ | 1.00 | 0.25 
P016TT123.png | p016tt123 | rus | ✗ | 0.80 | 0.00 
P022KO78.png | p022ko78 | rus | ✗ | 0.99 | 0.00 
P023YT57.png | p023yt57 | 023yt6z | ✗ | 0.33 | 0.62 
P035OP39.png | p035op39 | rus | ✗ | 1.00 | 0.00 
P041EX14.png | p041ex14 | poalxls | ✗ | 0.05 | 0.25 
P059BB31_0.png | p059bb31 | p0598b131 | ✗ | 0.37 | 0.75 
P062TC36.png | p062tc36 | p062tck36:] | ✗ | 0.26 | 0.62 
T009PP190.png | t009pp190 | ioogppi9 | ✗ | 0.10 | 0.33 
T010EB66_0.png | t010eb66 | 66 | ✗ | 0.99 | 0.25 
T013YB178.png | t013yb178 | i013yb178 | ✗ | 0.60 | 0.89 
T014YC56.png | t014yc56 | rus | ✗ | 0.83 | 0.00 
T017PC178.png | t017pc178 | rusl | ✗ | 0.28 | 0.00 
T022OH69.png | t022oh69 | 10220h169 | ✗ | 0.36 | 0.62 
T023TO178.png | t023to178 | [t02310n172 | ✗ | 0.20 | 0.44 
T024BX799.png | t024bx799 | rus | ✗ | 0.99 | 0.00 
T031KX77.png | t031kx77 | 1031k*z | ✗ | 0.11 | 0.50 
T031TH71.png | t031th71 | 60311474 | ✗ | 0.20 | 0.50 
T033YE54_0.png | t033ye54 | t033ye54 | ✓ | 0.26 | 1.00 
T038ET49.png | t038et49 | t038e749 | ✗ | 0.22 | 0.88 
T040TT42.png | t040tt42 | t040 | ✗ | 0.88 | 0.50 
T040YK174.png | t040yk174 | io4oykiz4 | ✗ | 0.15 | 0.44 
T042KE72.png | t042ke72 | wozat | ✗ | 0.01 | 0.00 
T042KK54.png | t042kk54 | t0424454 | ✗ | 0.52 | 0.75 
T047XP197.png | t047xp197 | rus | ✗ | 0.97 | 0.00 
T053BK799.png | t053bk799 | t053bk792 | ✗ | 0.25 | 0.89 
T060XX06.png | t060xx06 | t060xx06 | ✓ | 0.33 | 1.00 
T067TT61.png | t067tt61 | rus | ✗ | 0.95 | 0.00 
T070PH163.png | t070ph163 | iozoph1ez | ✗ | 0.10 | 0.33 
T072HX35_0.png | t072hx35 | t072hx35 | ✓ | 0.50 | 1.00 
X005AT61.png | x005at61 | koosat | ✗ | 0.25 | 0.25 
X005CY777.png | x005cy777 | x005cy772 | ✗ | 0.51 | 0.89 
X005YM150_0.png | x005ym150 | xoosym50 | ✗ | 0.81 | 0.56 
X006EH178.png | x006eh178 | xoobeh[7u | ✗ | 0.10 | 0.44 
X006HY190.png | x006hy190 | xoo6hylt9o | ✗ | 0.16 | 0.44 
X006XK47.png | x006xk47 | 47 | ✗ | 1.00 | 0.25 
X007AA72.png | x007aa72 | x007aa72 | ✓ | 0.21 | 1.00 
X007AT77.png | x007at77 | 77 | ✗ | 1.00 | 0.25 
X007XX47.png | x007xx47 | ruse | ✗ | 0.37 | 0.00 
X011HP750.png | x011hp750 | rus | ✗ | 0.96 | 0.00 
X012AK96.png | x012ak96 | ruse | ✗ | 0.46 | 0.00 
X013OO61.png | x013oo61 | x01300] | ✗ | 0.37 | 0.50 
X013PB163.png | x013pb163 | rus | ✗ | 0.95 | 0.00 
X013TK163.png | x013tk163 | rus | ✗ | 0.95 | 0.00 
X015OB116.png | x015ob116 | x0150b116 | ✗ | 0.69 | 0.89 
X020KX97.png | x020kx97 | rus | ✗ | 0.81 | 0.00 
X020XC750.png | x020xc750 | rus | ✗ | 0.90 | 0.00 
X022AB193.png | x022ab193 | xo22abi193 | ✗ | 0.46 | 0.78 
X025HY61.png | x025hy61 | 61 | ✗ | 1.00 | 0.25 
X028KH64.png | x028kh64 | 64 | ✗ | 1.00 | 0.25 
X035PY163.png | x035py163 | x03spy16z | ✗ | 0.32 | 0.78 
X039XT190.png | x039xt190 | x039xtngo | ✗ | 0.58 | 0.67 
Y001XO150.png | y001xo150 | yoo1xo15 | ✗ | 0.24 | 0.67 
Y001XP102.png | y001xp102 | yooaxpno2 | ✗ | 0.17 | 0.44 
Y001XT177.png | y001xt177 | rus | ✗ | 0.96 | 0.00 
Y003EA197.png | y003ea197 | yoo3ea192 | ✗ | 0.33 | 0.67 
Y003EC174.png | y003ec174 | y003ecn74 | ✗ | 0.48 | 0.89 
Y003TY52.png | y003ty52 | yo031yb2 | ✗ | 0.11 | 0.62 
Y004CY777.png | y004cy777 | foo4cyhz | ✗ | 0.10 | 0.33 
Y007PP777.png | y007pp777 | rus | ✗ | 0.97 | 0.00 
Y007TH96.png | y007th96 | y00z1h96 | ✗ | 0.13 | 0.75 
Y007XE777.png | y007xe777 | rus | ✗ | 0.97 | 0.00 
Y008XB199.png | y008xb199 | rus | ✗ | 0.87 | 0.00 
Y009AA197.png | y009aa197 | y0o9w | ✗ | 0.33 | 0.33 
Y009BX197.png | y009bx197 | ruse | ✗ | 0.76 | 0.00 
Y009TY178.png | y009ty178 | rus | ✗ | 0.94 | 0.00 
Y015HK33.png | y015hk33 | 33 | ✗ | 0.99 | 0.25 
Y016YC102.png | y016yc102 | bon6vcnoz | ✗ | 0.26 | 0.22 
Y018YK199.png | y018yk199 | yo18ykt | ✗ | 0.22 | 0.56 
Y019XH27.png | y019xh27 | 27 | ✗ | 1.00 | 0.25 
Y020PA77.png | y020pa77 | yo2opazz | ✗ | 0.26 | 0.50 
Y023OE178.png | y023oe178 | ruse | ✗ | 0.87 | 0.11 
Y024BH26.png | y024bh26 | yo24ehza | ✗ | 0.14 | 0.50 
Y026HE33.png | y026he33 | 7026 | ✗ | 0.07 | 0.38 


Summary:
Total images processed: 495
Successful matches: 115 (23.23%)
Failed matches: 380 (76.77%)
CER: 56.26%
7.38 second
Images with no detected text (1):
- 39386594-39386594_4_0.png
