Image Name | Expected Plate | Detected Plate | Match | Confidence | CER 
39415510-39415510_2_0.png | sv203vs | sv203vs | ✓ | 0.99 | 1.00 
39415516-39415516_2_0.png | sln300 | gsln:300 | ✗ | 0.85 | 0.67 
39415518-39415518_2_0.png | uu387mm | u382me | ✗ | 0.21 | 0.57 
39415553-39415553_3_0.png | beb768 | beb768 | ✓ | 1.00 | 1.00 
39415559-39415559_3_0.png | zz223yy | zz223vka | ✗ | 0.24 | 0.57 
39415710-39415710_1_0.png | 0v924vv | ov924vv | ✗ | 0.65 | 0.86 
39415716-39415716_1_0.png | ff243vv | ge | ✗ | 1.00 | 0.00 
39415912-39415912_4_0.png | em500re | em5o0re | ✗ | 0.67 | 0.86 
39415941-39415941_1_0.png | gg2905 | 6g2905 | ✗ | 0.32 | 0.83 
39415948-39415948_1_0.png | df880fd | df880fd | ✓ | 0.97 | 1.00 
39415970-39415970_3_0.png | ba777dl | ba777dl: | ✗ | 0.42 | 0.86 
39415986-39415986_1_0.png | ga8654 | ga8654 | ✓ | 0.93 | 1.00 
39415999-39415999_5_0.png | pp544aa | ge | ✗ | 1.00 | 0.00 
39416120-39416120_3_0.png | qq925pp | 0q225pp | ✗ | 0.45 | 0.71 
39416183-39416183_1_0.png | ng050ng | ng050ng | ✓ | 0.51 | 1.00 
39416198-39416198_2_0.png | aa724jj | aa724jj | ✓ | 0.77 | 1.00 
39416294-39416294_4_0.png | uu986gg | w286g | ✗ | 0.35 | 0.43 
39416310-39416310_1_0.png | vd416dv | vd416dvh | ✗ | 0.35 | 0.86 
39416317-39416317_3_0.png | nf109fn | ne:109fn; | ✗ | 0.30 | 0.57 
39416357-39416357_4_0.png | re477zi | re47zzl | ✗ | 0.82 | 0.71 
39416419-39416419_1_0.png | zv120vz | zk120uz | ✗ | 0.30 | 0.71 
39416424-39416424_2_0.png | qq552jj | 00552jjd | ✗ | 0.36 | 0.57 
39416431-39416431_1_0.png | aq029qq | ge | ✗ | 1.00 | 0.00 
39416566-39416566_1_0.png | aa354kk | ge | ✗ | 1.00 | 0.00 
39416603-39416603_1_0.png | jsj852 | jsj852 | ✓ | 0.67 | 1.00 
39416648-39416648_1_0.png | gx093xg | gx093xg | ✓ | 0.92 | 1.00 
39416709-39416709_4_0.png | t0320k0 | ge | ✗ | 1.00 | 0.00 
39416735-39416735_1_0.png | zu828zu | zu828zu | ✓ | 0.99 | 1.00 
39416826-39416826_2_0.png | aa507aw | ge | ✗ | 0.97 | 0.00 
39416841-39416841_7_0.png | gg0369 | ge | ✗ | 1.00 | 0.17 
39416842-39416842_1_0.png | bb259bu | bb259bu | ✓ | 0.74 | 1.00 
39416849-39416849_1_0.png | gnn441 | ge | ✗ | 1.00 | 0.17 
39416849-39416849_5_0.png | gnn441 | ge | ✗ | 0.99 | 0.17 
39416861-39416861_11_0.png | ge9474 | ge9474 | ✓ | 0.80 | 1.00 
39417001-39417001_3_0.png | td875dt | dd8750t4 | ✗ | 0.02 | 0.57 
39417036-39417036_1_0.png | zz075gg | zz0756g | ✗ | 0.47 | 0.86 
39417053-39417053_1_0.png | ga333ri | ga333rl | ✗ | 0.34 | 0.86 
39417060-39417060_3_0.png | gt1205 | gt1205 | ✓ | 0.69 | 1.00 
39417065-39417065_7_0.png | vq667qv | ge | ✗ | 1.00 | 0.00 
39417097-39417097_1_0.png | ff131hh | ff131hh | ✓ | 0.65 | 1.00 
39417160-39417160_2_0.png | qq294pp | 0q224ppe | ✗ | 0.28 | 0.57 
39417165-39417165_1_0.png | ch434hc | ch434hc | ✓ | 0.91 | 1.00 
39417243-39417243_3_0.png | cn654nc | cn654nc | ✓ | 0.40 | 1.00 
39417310-39417310_3_0.png | xb932xb | kxb932xb | ✗ | 0.47 | 0.86 
39417310-39417310_3_1.png | gpc713 | kgpct] | ✗ | 0.02 | 0.33 
39417354-39417354_1_0.png | pp670zz | pp670zz | ✓ | 0.68 | 1.00 
39417360-39417360_6_0.png | gg2802 | 6g2802 | ✗ | 0.47 | 0.83 
39417364-39417364_2_0.png | sm339ms | fm332ms | ✗ | 0.10 | 0.71 
39417365-39417365_1_0.png | jj901uu | 88 | ✗ | 0.53 | 0.00 
39417398-39417398_6_0.png | td875dt | id875dld | ✗ | 0.06 | 0.57 
39417462-39417462_1_0.png | nn809tt | ge | ✗ | 1.00 | 0.00 
39417485-39417485_1_0.png | q0111ti | q0111ti | ✓ | 0.49 | 1.00 
39417486-39417486_4_0.png | ga8252 | ga8252; | ✗ | 0.79 | 0.83 
39417511-39417511_1_0.png | 0s068s0 | 0s068so | ✗ | 0.55 | 0.86 
39417556-39417556_3_0.png | ucu012 | geucu?012 | ✗ | 0.61 | 0.50 
39417570-39417570_2_0.png | sp047ps | sp047ps | ✓ | 0.81 | 1.00 
39417611-39417611_1_0.png | vv369pp | vv369pp | ✓ | 0.52 | 1.00 
39417620-39417620_3_0.png | sb740bs | sb:740bs: | ✗ | 0.14 | 0.71 
39417620-39417620_3_1.png | sk978ks | sk228ks | ✗ | 0.50 | 0.71 
39417646-39417646_8_0.png | ga1866 | b47866 | ✗ | 0.25 | 0.50 
39417655-39417655_1_0.png | es280se | es:280se | ✗ | 0.45 | 0.86 
39417698-39417698_2_0.png | el355ll | ge | ✗ | 1.00 | 0.00 
39417779-39417779_1_0.png | nzv161 | lnvn161 | ✗ | 0.28 | 0.50 
39417779-39417779_1_1.png | vzv763 | ge0 | ✗ | 0.67 | 0.00 
39417785-39417785_4_0.png | gg9552 | 6g9552 | ✗ | 0.12 | 0.83 
39417787-39417787_4_0.png | ae488ae | ae488ae | ✓ | 1.00 | 1.00 
39417817-39417817_9_0.png | gt010ss | gto1ss | ✗ | 0.24 | 0.71 
39417894-39417894_5_0.png | fe650ef | fe650ef | ✓ | 0.87 | 1.00 
39417916-39417916_4_0.png | pp05500 | pp055008 | ✗ | 0.37 | 0.86 
39417935-39417935_2_0.png | ma007fi | ma007f | ✗ | 0.68 | 0.86 
39417944-39417944_2_0.png | be191eb | be121eba | ✗ | 0.46 | 0.71 
39418026-39418026_5_0.png | zz036dd | zz036pd: | ✗ | 0.26 | 0.71 
39418033-39418033_1_0.png | pp876xx | pp876xx | ✓ | 0.99 | 1.00 
39418059-39418059_6_0.png | cc644pp | cc644pp | ✓ | 0.99 | 1.00 
39418084-39418084_4_0.png | gi111xa | git11xa | ✗ | 0.27 | 0.86 
39418088-39418088_8_0.png | gg683g0 | 66683g0 | ✗ | 0.80 | 0.71 
39418177-39418177_2_0.png | zq123zq | 2012320 | ✗ | 0.50 | 0.43 
39418349-39418349_1_0.png | nn521nh | nn521nh | ✓ | 0.81 | 1.00 
39418352-39418352_2_0.png | v0677vv | 1677vv | ✗ | 0.35 | 0.71 
39418468-39418468_2_0.png | uu387mm | u382me | ✗ | 0.21 | 0.57 
39418478-39418478_1_0.png | xx593xy | kx523xy | ✗ | 0.50 | 0.71 
39418481-39418481_5_0.png | ma012te | m012te | ✗ | 0.37 | 0.86 
39418559-39418559_4_0.png | sv203vs | sv203vs | ✓ | 0.65 | 1.00 
39418617-39418617_3_0.png | tb771bt | tb7z1bt | ✗ | 0.88 | 0.86 
39418629-39418629_9_0.png | bn939nb | bn239nb | ✗ | 0.72 | 0.86 
39418634-39418634_1_0.png | df880fd | @f880fd | ✗ | 0.76 | 0.86 
39418672-39418672_8_0.png | xp352px | xp352px; | ✗ | 0.55 | 0.86 
39418742-39418742_4_0.png | zpz477 | zpz477 | ✓ | 0.78 | 1.00 
004W26.png | zh933108 | zh933108 | ✓ | 0.96 | 1.00 
005A4.png | 7vtg00 | 7vtg00 | ✓ | 0.37 | 1.00 
005LAZ9.png | 7vtg00 | 7vtg00 | ✓ | 0.84 | 1.00 
009I3B.png | elc16007 | ec167 | ✗ | 0.44 | 0.62 
009LAL.png | 7vtg00 | 7vtg00 | ✓ | 0.67 | 1.00 
00C80X2.png | 2k08300 | 8300 | ✗ | 1.00 | 0.57 
00E8V.png | 6a83007 | 6a8 | ✗ | 0.70 | 0.43 
00PP8BS.png | sb84400 | sb84400 | ✓ | 0.87 | 1.00 
00PP8S.png | sb84400 | sb84400 | ✓ | 0.70 | 1.00 
00QR8J.png | jus481 | jus | ✗ | 0.72 | 0.50 
02WE605T.png | 02ke16057 | irl | ✗ | 0.99 | 0.00 
06I846.png | 9t81190 | 1190 | ✗ | 0.84 | 0.57 
06K6BM.png | wr9790a | wr97904 | ✗ | 0.99 | 0.86 
06L9.png | etb903 | etb | ✗ | 1.00 | 0.50 
06NXXL.png | 7xkn90 | zxkn90 | ✗ | 0.94 | 0.83 
06NYXZ.png | 7xkn09 | 7xkn90 | ✗ | 1.00 | 0.67 
06ZFLH0.png | drt290 | drt29 | ✗ | 0.93 | 0.83 
08G9VY.png | 4a49850 | 9850 | ✗ | 1.00 | 0.57 
08ZCZ.png | rp73280 | rp73280 | ✓ | 0.58 | 1.00 
09ANL0M.png | wotny60 | pl | ✗ | 1.00 | 0.00 
09CI0Z5.png | z01350 | fiz0135019 | ✗ | 0.52 | 0.33 
09CL0ZE.png | z01350 | iz0135019 | ✗ | 0.43 | 0.50 
09CL1SZ.png | 2sv1360 | 2sv | ✗ | 0.79 | 0.43 
09G87V9.png | 4al8950 | 8950 | ✗ | 1.00 | 0.57 
09RX.png | kea601 | 601 | ✗ | 1.00 | 0.50 
09Z9Z8.png | 7b25240 | 5240 | ✗ | 1.00 | 0.57 
0BCZ19C.png | 3si2390 | 2390 | ✗ | 1.00 | 0.57 
0C7J9Z.png | 2st2130 | 2130 | ✗ | 1.00 | 0.57 
0C96ZVZ.png | 2az9530 | 9530 | ✗ | 1.00 | 0.57 
0C9S6H.png | fbs430 | lt | ✗ | 0.70 | 0.00 
0CC9049.png | 6p06330 | 6330 | ✗ | 0.85 | 0.57 
0E96HZ6.png | hz933108 | zh933108 | ✗ | 0.79 | 0.75 
0E96Z.png | zh933108 | zh9331085 | ✗ | 0.14 | 0.88 
0G99Z.png | 2l45501 | 2l4 | ✗ | 0.94 | 0.43 
0L868S86.png | 9b59810 | 9810: | ✗ | 0.91 | 0.43 
0P0X569.png | 9sxd40 | 9sxd40 | ✓ | 1.00 | 1.00 
0P9SZ35.png | scz56402 | scz56402 | ✓ | 0.92 | 1.00 
0RZ98AS.png | sv857bd | svo857bd | ✗ | 0.47 | 0.86 
0X009B.png | 320xd | 320xd | ✓ | 0.91 | 1.00 
0Z0928SV.png | 1sp5070 | 5070 | ✗ | 1.00 | 0.57 
0Z1L0VZ.png | 2aj1420 | 1420 | ✗ | 0.59 | 0.57 
0Z686ZC.png | 3z98970 | 8970 | ✗ | 1.00 | 0.57 
0Z98LX.png | xtr520 | xtr520 | ✓ | 0.48 | 1.00 
0ZVZASC.png | 3sy2120 | 2120 | ✗ | 1.00 | 0.57 
14HS9Z.png | 26shpl | 26shpl | ✓ | 1.00 | 1.00 
16KCXS.png | 1sx7945 | 7945 | ✗ | 0.95 | 0.57 
16N9.png | dnj919 | dnj919 | ✓ | 0.99 | 1.00 
18T.png | 4sl8421 | 8421 | ✗ | 1.00 | 0.57 
1B09HSY.png | ksh509 | ksh | ✗ | 1.00 | 0.50 
26VTN.png | rja64928 | rja64928 | ✓ | 0.99 | 1.00 
28ZMMS.png | 51rzrz | 512zrz | ✗ | 0.34 | 0.83 
30GC80.png | 0835ue | 083 | ✗ | 1.00 | 0.50 
30HSL4.png | 715hoe | 7152hoe | ✗ | 0.50 | 0.83 
30S98C.png | 386sde | 386 | ✗ | 1.00 | 0.50 
30W69L.png | 159moe | moe | ✗ | 1.00 | 0.50 
30WSL4.png | 715hoe | hoe | ✗ | 1.00 | 0.50 
30WZV8.png | 8aznoe | 800 | ✗ | 0.98 | 0.17 
33S8L8.png | 818see | see | ✗ | 1.00 | 0.50 
33VV66.png | 99aace | ace | ✗ | 0.94 | 0.50 
3A3898.png | 85acye | cye | ✗ | 1.00 | 0.50 
3A4S08.png | 80sp5e | pse | ✗ | 0.93 | 0.33 
3BV29.png | 57aaee | aee | ✗ | 1.00 | 0.50 
3CAS0Z.png | 23sf3e | 23sf3e | ✓ | 0.29 | 1.00 
3CNWM6.png | 9amn3e | n3e | ✗ | 0.64 | 0.50 
3CW9CV.png | 136m3e | 136 | ✗ | 1.00 | 0.50 
3CWWW6.png | 9amn3e | n3e | ✗ | 0.84 | 0.50 
3CZ86SC.png | 3sb23e | 3sb"23e | ✗ | 0.59 | 0.83 
3CZL0SL.png | 15u73e | 73 | ✗ | 1.00 | 0.33 
3G3CC8.png | 833e9e | 833 | ✗ | 1.00 | 0.50 
3GAS08.png | 80sp5e | 80s | ✗ | 0.92 | 0.50 
3GV0V9.png | 6aua5e | ase | ✗ | 0.98 | 0.33 
3IS8ZZ.png | 778sie | z78esie | ✗ | 0.50 | 0.67 
3LC69Q.png | 559j1e | 5593jie | ✗ | 0.44 | 0.67 
3OZZ4L.png | 172z0e | 172 | ✗ | 1.00 | 0.50 
3S6CZ8.png | bz395e | 95e | ✗ | 1.00 | 0.50 
3WVV99.png | 55aare | are | ✗ | 1.00 | 0.50 
3XOVZ9.png | 87acke | 87a | ✗ | 0.99 | 0.50 
3Z78V8.png | 8arl7e | 8arlze | ✗ | 0.62 | 0.83 
3Z97X8.png | 8k262e | 62e | ✗ | 1.00 | 0.50 
3ZB999.png | 655e2e | 655 | ✗ | 1.00 | 0.50 
3ZQSV8.png | 8asd2e | 8as | ✗ | 0.99 | 0.50 
3ZZ96C.png | 396z2e | 396 | ✗ | 1.00 | 0.50 
4BPVS8.png | rp51489 | rp51489 | ✓ | 0.67 | 1.00 
4TZSRNN.png | nbsz117 | nb | ✗ | 1.00 | 0.29 
4Z6LZ8L.png | 1bz1927 | 1bz | ✗ | 0.86 | 0.43 
6BZCZLSJ.png | tst23789 | tst23789 | ✓ | 1.00 | 1.00 
6C83SZ.png | 2se8392 | 8392 | ✗ | 1.00 | 0.57 
6C9H3.png | crr439 | 439 | ✗ | 0.82 | 0.50 
6CII09Z.png | ezg01139 | pl | ✗ | 1.00 | 0.00 
6CIL0025.png | ezg01139 | ezg01139 | ✓ | 0.94 | 1.00 
6CL8L09.png | 5c18139 | 5c1 | ✗ | 0.57 | 0.43 
6CZ86YD.png | kta98739 | kta98739 | ✓ | 0.98 | 1.00 
6CZ975C.png | psz67398 | psz67398 | ✓ | 0.71 | 1.00 
6CZ9ZS9.png | psz67398 | psz67398 | ✓ | 0.99 | 1.00 
6I1XC6.png | 92klj9 | 92klj9 | ✓ | 0.88 | 1.00 
6I6CNQ.png | dnj919 | dnj919 | ✓ | 0.35 | 1.00 
6NZVT.png | lra2n91 | pl | ✗ | 1.00 | 0.00 
6P2CHJ.png | lch37491 | lch37491 | ✓ | 0.52 | 1.00 
6P7XX99.png | 6xkl49 | nl | ✗ | 1.00 | 0.17 
6PEWM.png | wm339b | hm | ✗ | 0.96 | 0.17 
6PII8B.png | rp81149 | pl | ✗ | 1.00 | 0.14 
6PTXX99.png | 6xkl49 | 6xkl49 | ✓ | 0.54 | 1.00 
6S606ZB.png | rz90959 | pl | ✗ | 0.99 | 0.00 
6S9CJV.png | jtj559 | jtj559 | ✓ | 0.95 | 1.00 
6S9S0L.png | tos4r59 | tos4r59 | ✓ | 0.94 | 1.00 
6SCZP1T.png | kli47359 | kli47359 | ✓ | 0.93 | 1.00 
6SH9S0L.png | tos4r59 | toszr59 | ✗ | 0.61 | 0.86 
6Z0681BM.png | wra87079 | pl | ✗ | 1.00 | 0.00 
6Z900HH.png | hdc629 | hdc | ✗ | 1.00 | 0.50 
6Z9C099.png | 6ac3629 | 3629 | ✗ | 1.00 | 0.57 
6ZL8H9.png | 5h87219 | 7219 | ✗ | 0.95 | 0.57 
6ZR8XA89.png | 8vxr29 | nl | ✗ | 1.00 | 0.00 
7ZZ8989.png | 6b68772 | 8772 | ✗ | 1.00 | 0.57 
8C403HH.png | hcu738 | hcu | ✗ | 0.66 | 0.50 
8C8C0V1.png | 1au3838 | 3838 | ✗ | 1.00 | 0.57 
8C8RS.png | fga838 | 838 | ✗ | 1.00 | 0.50 
8CZ760.png | dble738 | dblez8 | ✗ | 0.82 | 0.71 
8D929R.png | bk2408 | b | ✗ | 1.00 | 0.17 
8G8HQ0.png | dch898 | 898 | ✗ | 1.00 | 0.50 
8I0C9JU.png | rp63018 | rp63018 | ✓ | 0.60 | 1.00 
8IZZ7O0.png | dol27184 | dol27184 | ✓ | 0.92 | 1.00 
8J24218.png | 8127tf89 | 8127tf89 | ✓ | 0.99 | 1.00 
8K00BZM.png | 2z53078 | 3078 | ✗ | 0.89 | 0.57 
8K66MC.png | 3h13376 | 3376 | ✗ | 1.00 | 0.57 
8O05N3.png | enqc108 | 108 | ✗ | 0.95 | 0.43 
8PIZ0T.png | lc71148 | lcz1148 | ✗ | 0.61 | 0.86 
8Z9L.png | 5t16248 | 6248 | ✗ | 1.00 | 0.57 
8ZL0139.png | 4e40178 | 4el80178 | ✗ | 0.52 | 0.71 
8ZWSM.png | wgm7a86 | pl | ✗ | 1.00 | 0.00 
8ZX0ZP9.png | 4zdx28 | 4zdx28 | ✓ | 0.91 | 1.00 
8ZZ903C.png | 3e05228 | 3e05228 | ✓ | 0.93 | 1.00 
9AC9Z00.png | ddz63v6 | ddz63v6 | ✓ | 0.68 | 1.00 
9B8C9JY.png | 4t43886 | 3886 | ✗ | 1.00 | 0.57 
9BCZZHS.png | sh77386 | sh7z38 | ✗ | 0.70 | 0.71 
9C16YVZZS.png | 572avl34 | 672avl34 | ✗ | 0.57 | 0.88 
9C3984.png | 88gfj8 | 88gfj8 | ✓ | 0.53 | 1.00 
9C3HL4M.png | 7thf36 | nl | ✗ | 1.00 | 0.00 
9C69TB.png | rja94367 | rja943677 | ✗ | 0.89 | 0.88 
9C6M4.png | 74gbj5 | 74gbj5 | ✓ | 0.74 | 1.00 
9C999.png | 644j4e | 644 | ✗ | 1.00 | 0.50 
9CIL089.png | kpo134 | kpo | ✗ | 0.98 | 0.50 
9CPI2B.png | rp71438 | rp71438 | ✓ | 0.76 | 1.00 
9CW70.png | kolfm38 | pl | ✗ | 1.00 | 0.14 
9CZC949.png | 6p53734 | 3734 | ✗ | 1.00 | 0.57 
9G9002.png | jod496 | jod | ✗ | 1.00 | 0.50 
9GH09ZC.png | 3250zh56 | 32502h56 | ✗ | 0.48 | 0.88 
9GZZCV6.png | 9a37294 | 7294 | ✗ | 0.92 | 0.57 
9H3SM.png | wskch61 | wskch61 | ✓ | 0.71 | 1.00 
9HNNZ3.png | cznnh68 | pl | ✗ | 0.98 | 0.00 
9I070H.png | ful016 | 016 | ✗ | 0.99 | 0.50 
9I6288.png | rp79161 | rp79161 | ✓ | 0.29 | 1.00 
9I9J3D.png | get516 | get516 | ✓ | 0.67 | 1.00 
9IC6979.png | 6z69316 | 6269316 | ✗ | 0.32 | 0.86 
9IIL009.png | edd114 | 114 | ✗ | 1.00 | 0.50 
9IX6MO.png | fgw9x16 | fgw9x16 | ✓ | 0.56 | 1.00 
9IZ6HM.png | wf97168 | wf97168 | ✓ | 1.00 | 1.00 
9IZBHHX.png | khr218 | khr | ✗ | 1.00 | 0.50 
9J95P.png | 34gkt6 | 34gkt6 | ✓ | 0.82 | 1.00 
9LL6CJ8.png | 8t39114 | cz | ✗ | 0.81 | 0.00 
9LNH29.png | 67hnt4 | 67hnt4 | ✓ | 1.00 | 1.00 
9P889BS.png | sr68846 | sr68846 | ✓ | 1.00 | 1.00 
9P889S.png | sr68846 | sr68846] | ✗ | 0.86 | 0.86 
9PCGN.png | fns348 | 348 | ✗ | 1.00 | 0.50 
9PCL23B.png | rp77346 | rp77346 | ✓ | 0.76 | 1.00 
9PLHHHH.png | hhp145 | 1 | ✗ | 1.00 | 0.17 
9PSC7.png | pl35461 | pl35461 | ✓ | 0.77 | 1.00 
9PSISVZ.png | lza51546 | pl | ✗ | 1.00 | 0.00 
9PSSZRT.png | rja75548 | pl | ✗ | 1.00 | 0.00 
9S6N9SL.png | 156m956 | bg | ✗ | 1.00 | 0.00 
9S7H8C.png | jrh496 | jh | ✗ | 1.00 | 0.33 
9S8C.png | jrs867 | jrs | ✗ | 0.98 | 0.50 
9S9N09.png | eon656 | 656 | ✗ | 1.00 | 0.50 
9SCC8XL.png | tk83356 | tk83356 | ✓ | 0.47 | 1.00 
9SH70GZC.png | 3250zh56 | 32502h56 | ✗ | 0.77 | 0.88 
9SI0SW.png | rls01564 | rls01564 | ✓ | 0.55 | 1.00 
9SI7L.png | jtl154 | jtl | ✗ | 0.95 | 0.50 
9SZHJX.png | kph254 | kph | ✗ | 1.00 | 0.50 
9W4999.png | 66gpr4 | 66gpral | ✗ | 0.86 | 0.67 
9X19Z.png | rze6lk6 | rze6ku | ✗ | 0.18 | 0.71 
9XX460.png | 2037xy62 | 2037xy62 | ✓ | 1.00 | 1.00 
9YCXSCV.png | jsk346 | jsk346] | ✗ | 0.39 | 0.83 
9Z00HHV.png | fho076 | 076 | ✗ | 0.98 | 0.50 
9Z0HS.png | jsh076 | jsh | ✗ | 1.00 | 0.50 
9Z0S05S.png | sg05876 | sg05876 | ✓ | 0.95 | 1.00 
9Z30ZB.png | ezu226 | ezu226] | ✗ | 0.33 | 0.83 
9Z60V9.png | 1ba0926 | 0926 | ✗ | 1.00 | 0.57 
9Z68689.png | 5b98926 | 5b9 | ✗ | 0.97 | 0.43 
9Z8CH.png | chj876 | chj876 | ✓ | 0.68 | 1.00 
9Z97WS.png | 2sn2675 | 2675 | ✗ | 1.00 | 0.57 
9Z9C9LC.png | 3t63526 | 3526 | ✗ | 1.00 | 0.57 
9Z9QQ.png | ddk626 | ddk628 | ✗ | 0.97 | 0.83 
9Z9SBHH.png | hes476 | hes | ✗ | 1.00 | 0.50 
9Z9SH.png | hes476 | hes | ✗ | 1.00 | 0.50 
9ZAA0Z2.png | ezdyv76 | ezdyv7& | ✗ | 0.46 | 0.86 
9ZAAQZ.png | ezdyv76 | pl | ✗ | 1.00 | 0.00 
9ZAZZ8.png | 82ztz6 | 82ztz6 | ✓ | 0.97 | 1.00 
9ZC0SW.png | rls03761 | rls03761 | ✓ | 0.66 | 1.00 
9ZC888.png | rp83764 | rp83764 | ✓ | 0.69 | 1.00 
9ZH35.png | eer262 | 262 | ✗ | 0.99 | 0.50 
9ZILS1.png | lgt126 | lgt | ✗ | 1.00 | 0.50 
9ZL989C.png | 3k86126 | 3k8 | ✗ | 0.64 | 0.43 
9ZLPL0TT.png | lc74176 | lc74176 | ✓ | 0.97 | 1.00 
9ZLZZ89.png | 82ztz6 | 82ztz6 | ✓ | 0.85 | 1.00 
9ZP99B.png | rp66428 | pl | ✗ | 1.00 | 0.14 
9ZZ8HH.png | hrz264 | 264 | ✗ | 1.00 | 0.50 
9ZZC77.png | 4j37269 | 7269 | ✗ | 1.00 | 0.57 
9ZZHHH.png | hrz264 | hrz | ✗ | 1.00 | 0.50 
9ZZZ809.png | 6c67725 | 7725 | ✗ | 1.00 | 0.57 
9ZZZ9L.png | 8t47276 | cz | ✗ | 0.77 | 0.00 
A001BO92.png | a001bo92 | ruse | ✗ | 0.31 | 0.00 
A001CX61.png | a001cx61 | puse | ✗ | 0.36 | 0.00 
A001HY116.png | a001hy116 | aootue | ✗ | 0.42 | 0.11 
A001KK161.png | a001kk161 | aoonkkh61 | ✗ | 0.35 | 0.56 
A001OT716.png | a001ot716 | aoo1ot716 | ✗ | 0.49 | 0.78 
A003EY177.png | a003ey177 | rus | ✗ | 0.68 | 0.00 
A003XT37.png | a003xt37 | rus | ✗ | 0.72 | 0.00 
A003YX763.png | a003yx763 | a003yx763] | ✗ | 0.88 | 0.89 
A004BY763.png | a004by763 | 400gby763 | ✗ | 0.52 | 0.78 
A004KB197.png | a004kb197 | rus | ✗ | 0.98 | 0.00 
A005KO67.png | a005ko67 | aoosko | ✗ | 0.78 | 0.38 
A005KX92.png | a005kx92 | rust | ✗ | 0.19 | 0.00 
A006XO38.png | a006xo38 | aoo6xobei | ✗ | 0.31 | 0.38 
A007XX44.png | a007xx44 | maoozxe | ✗ | 0.17 | 0.12 
A008XK197.png | a008xk197 | rus | ✗ | 0.99 | 0.00 
A009EX196.png | a009ex196 | aoo9exn9 | ✗ | 0.17 | 0.56 
A009HE199.png | a009he199 | rus | ✗ | 0.54 | 0.00 
A009KP67.png | a009kp67 | aoo9kpbz | ✗ | 0.43 | 0.50 
A009YK763.png | a009yk763 | a009yk76z | ✗ | 0.49 | 0.89 
A013AC790.png | a013ac790 | rusi | ✗ | 0.51 | 0.00 
A013EO177.png | a013eo177 | ruse | ✗ | 0.34 | 0.11 
A014PH799.png | a014ph799 | 4014l799 | ✗ | 0.15 | 0.67 
B001KC54.png | b001kc54 | rus | ✗ | 0.91 | 0.00 
B001TB95.png | b001tb95 | boo1tbj95 | ✗ | 0.14 | 0.62 
B001XB99.png | b001xb99 | boo1xb99 | ✗ | 0.66 | 0.75 
B001YA177_0.png | b001ya177 | boo1yan7z | ✗ | 0.70 | 0.56 
B002EK164.png | b002ek164 | ruse | ✗ | 0.49 | 0.11 
B002KA186.png | b002ka186 | boo2ka186 | ✗ | 0.65 | 0.78 
B003AA777.png | b003aa777 | boozaatiz | ✗ | 0.21 | 0.33 
B003BB24.png | b003bb24 | b003e824 | ✗ | 0.48 | 0.75 
B003HB15.png | b003hb15 | lboo3hb | ✗ | 0.21 | 0.38 
B003OH82.png | b003oh82 | b003ohb2 | ✗ | 0.57 | 0.88 
B004HP116.png | b004hp116 | booghp116 | ✗ | 0.73 | 0.67 
B004XX198.png | b004xx198 | rus | ✗ | 0.62 | 0.00 
B005AA150.png | b005aa150 | boosaa15o | ✗ | 0.44 | 0.56 
B005BY134.png | b005by134 | boosbye | ✗ | 0.70 | 0.33 
B006BO174.png | b006bo174 | b006b0174 | ✗ | 0.48 | 0.89 
B006TX177_0.png | b006tx177 | boo6tx177 | ✗ | 0.53 | 0.78 
B007BO116_0.png | b007bo116 | 'boo7bo116 | ✗ | 0.34 | 0.67 
B007BX99.png | b007bx99 | b007bx99 | ✓ | 0.67 | 1.00 
B007XA178.png | b007xa178 | boozxane} | ✗ | 0.20 | 0.33 
B008AB102.png | b008ab102 | rus | ✗ | 0.97 | 0.00 
B008EA54.png | b008ea54 | 2oo8eaez | ✗ | 0.19 | 0.38 
B009PP777.png | b009pp777 | rus | ✗ | 0.98 | 0.00 
C001TB35.png | c001tb35 | coo1ibb | ✗ | 0.28 | 0.38 
C001TC777.png | c001tc777 | rus | ✗ | 0.78 | 0.00 
C003KO163.png | c003ko163 | co03k03 | ✗ | 0.05 | 0.56 
C003OO98.png | c003oo98 | rus | ✗ | 0.97 | 0.00 
C006HH124.png | c006hh124 | [coo6hh25 | ✗ | 0.09 | 0.44 
C006OE69.png | c006oe69 | c0060562 | ✗ | 0.31 | 0.62 
C006OX178.png | c006ox178 | coo6ox178 | ✗ | 0.39 | 0.78 
C007YK77.png | c007yk77 | 77 | ✗ | 1.00 | 0.25 
C008AC163.png | c008ac163 | coo8acu3 | ✗ | 0.41 | 0.56 
C009AA178.png | c009aa178 | rus | ✗ | 0.40 | 0.00 
C009BA174.png | c009ba174 | coo9banz | ✗ | 0.46 | 0.44 
C010BH30.png | e245bc08 | 'e245bc08 | ✗ | 0.23 | 0.88 
C010CC38.png | c010cc38 | 38 | ✗ | 1.00 | 0.25 
C010PT78.png | c010pt78 | 78 | ✗ | 1.00 | 0.25 
C026YB96.png | c026yb96 | 'c026yb9e | ✗ | 0.19 | 0.75 
C028CC163.png | c028cc163 | rus | ✗ | 0.97 | 0.00 
C030OY96.png | c030oy96 | 96 | ✗ | 1.00 | 0.25 
C033EX138.png | c033ex138 | ruse | ✗ | 0.82 | 0.11 
C037KC01.png | c037kc01 | c037kco1 | ✗ | 0.14 | 0.88 
