Image Name | Expected Plate | Detected Plate | Match | CER 
M613MM48_0.png | m613mm48 | m613mm\48; | ✗ | 0.75 
M646AA197_0.png | m646aa197 | ‘m646aa197 | ✗ | 0.89 
M650TH116_0.png | m650th116 | m650th116 | ✓ | 1.00 
M670AB99_0.png | m670ab99 | m670ab92: | ✗ | 0.75 
M701PH36_0.png | m701ph36 | *m701ph36: | ✗ | 0.75 
O001KP43_0.png | o001kp43 | 0001xpp43: | ✗ | 0.50 
O005BY199.png | o005by199 | 90005by13:dz | ✗ | 0.33 
O005HY177.png | o005hy177 | o00suy1774 | ✗ | 0.67 
O008PP36.png | o008pp36 | 0008pp26) | ✗ | 0.62 
P006CA71.png | p006ca71 | tpo006caa71) | ✗ | 0.50 
P007XT199_0.png | p007xt199 | lpootxt19 | ✗ | 0.44 
P008BM197_0.png | p008bm197 | p008bmm197 | ✗ | 0.89 
P009EX77.png | p009ex77 | e009ex77] | ✗ | 0.75 
P010AM197_0.png | p010am197 | p010am192 | ✗ | 0.89 
P010PP190.png | p010pp190 | po10pp190: | ✗ | 0.78 
P016TT123.png | p016tt123 | [e016tt123] | ✗ | 0.67 
P059BB31_0.png | p059bb31 | pp059bb31 | ✗ | 0.88 
P062TC36.png | p062tc36 | (p062tc36} | ✗ | 0.75 
T023TO178.png | t023to178 | [1023to17 | ✗ | 0.67 
T031TH71.png | t031th71 | s7031th? | ✗ | 0.50 
T038ET49.png | t038et49 | 1038et4 | ✗ | 0.75 
T047XP197.png | t047xp197 | t047xpp192) | ✗ | 0.67 
T070PH163.png | t070ph163 | totophiesf | ✗ | 0.22 
T072HX35_0.png | t072hx35 | *to72hx35: | ✗ | 0.62 
X005YM150_0.png | x005ym150 | xoosym150 | ✗ | 0.67 
X007AA72.png | x007aa72 | yx007aa126 | ✗ | 0.62 
X007AT77.png | x007at77 | xoo7atzz: | ✗ | 0.38 
X011HP750.png | x011hp750 | ixo11hp750] | ✗ | 0.67 
X013PB163.png | x013pb163 | x013pb\162: | ✗ | 0.67 
X013TK163.png | x013tk163 | 1x0137k163 | ✗ | 0.78 
X015OB116.png | x015ob116 | x0150b116 | ✗ | 0.89 
X022AB193.png | x022ab193 | ;x022ab1 | ✗ | 0.67 
X028KH64.png | x028kh64 | ixo28kh64] | ✗ | 0.62 
X035PY163.png | x035py163 | xo35py163 | ✗ | 0.89 
Y001XP102.png | y001xp102 | 1y001xpp102! | ✗ | 0.67 
Y003EA197.png | y003ea197 | ryoo3ea197] | ✗ | 0.56 
Y003EC174.png | y003ec174 | yo0s3eec174 | ✗ | 0.67 
Y008XB199.png | y008xb199 | iy008xb)192: | ✗ | 0.56 
Y019XH27.png | y019xh27 | ¥019xh225 | ✗ | 0.62 


Summary:
Total Armenian images processed: 184
Successful Armenian matches: 0 (0.00%)
Failed Armenian matches: 184 (100.00%)
CER Armenian: 43.25%

Total Georgian images processed: 91
Successful Georgian matches: 5 (5.49%)
Failed Georgian matches: 86 (94.51%)
CER Georgian: 65.86%

Total European images processed: 93
Successful European matches: 7 (7.53%)
Failed European matches: 86 (92.47%)
CER European: 62.69%

Total Russian images processed: 93
Successful Russian matches: 5 (5.38%)
Failed Russian matches: 88 (94.62%)
CER Russian: 65.13%


Processing time: 64.76 seconds


Armenian images with no detected text (40):
- 11.png
- 3.png
- 34.png
- 35.png
- 38.png
- 39.png
- 43.png
- 614.png
- 617.png
- 62.png
- 628.png
- 629.png
- 630.png
- 634.png
- 645.png
- 646.png
- 651.png
- 670.png
- 673.png
- 674.png
- 677.png
- 678.png
- 687.png
- 692.png
- 697.png
- 7.png
- 702.png
- 709.png
- 713.png
- 716.png
- 719.png
- 730.png
- 739.png
- 742.png
- 744.png
- 751.png
- 754.png
- 758.png
- 764.png
- 765.png

Georgian images with no detected text (153):
- 39325856-39325856_4_0.png
- 39326224-39326224_11_0.png
- 39332275-39332275_1_0.png
- 39335077-39335077_6_0.png
- 39335223-39335223_6_0.png
- 39335560-39335560_8_0.png
- 39336944-39336944_5_0.png
- 39338298-39338298_3_0.png
- 39339381-39339381_6_0.png
- 39340307-39340307_4_0.png
- 39340307-39340307_4_1.png
- 39340309-39340309_4_0.png
- 39340483-39340483_1_0.png
- 39341069-39341069_3_0.png
- 39341326-39341326_2_0.png
- 39341570-39341570_3_0.png
- 39342071-39342071_2_0.png
- 39342363-39342363_4_0.png
- 39342502-39342502_7_0.png
- 39342601-39342601_3_0.png
- 39342601-39342601_3_1.png
- 39342752-39342752_2_0.png
- 39342961-39342961_2_0.png
- 39343230-39343230_3_0.png
- 39343409-39343409_14_0.png
- 39343593-39343593_2_0.png
- 39345138-39345138_7_0.png
- 39346537-39346537_2_0.png
- 39348536-39348536_3_0.png
- 39348832-39348832_2_0.png
- 39350694-39350694_4_0.png
- 39352330-39352330_14_0.png
- 39352652-39352652_12_0.png
- 39353905-39353905_4_0.png
- 39355038-39355038_8_0.png
- 39355670-39355670_1_0.png
- 39357012-39357012_2_0.png
- 39357041-39357041_4_0.png
- 39357315-39357315_5_0.png
- 39357570-39357570_6_0.png
- 39359460-39359460_4_0.png
- 39359595-39359595_4_0.png
- 39359675-39359675_10_0.png
- 39362622-39362622_2_0.png
- 39363751-39363751_4_0.png
- 39364628-39364628_1_0.png
- 39371738-39371738_8_0.png
- 39372956-39372956_1_0.png
- 39378886-39378886_5_0.png
- 39380451-39380451_4_0.png
- 39381651-39381651_9_0.png
- 39382700-39382700_2_0.png
- 39383243-39383243_8_0.png
- 39383375-39383375_7_0.png
- 39383902-39383902_3_0.png
- 39385306-39385306_6_0.png
- 39386486-39386486_4_0.png
- 39386594-39386594_4_0.png
- 39386594-39386594_4_1.png
- 39386643-39386643_5_0.png
- 39387941-39387941_2_0.png
- 39388174-39388174_3_0.png
- 39390335-39390335_1_0.png
- 39390449-39390449_2_0.png
- 39390627-39390627_4_0.png
- 39391182-39391182_4_0.png
- 39391354-39391354_3_0.png
- 39392163-39392163_5_0.png
- 39392857-39392857_5_0.png
- 39392913-39392913_6_0.png
- 39393001-39393001_3_0.png
- 39393481-39393481_3_0.png
- 39394580-39394580_2_0.png
- 39394637-39394637_5_0.png
- 39394668-39394668_4_0.png
- 39395873-39395873_5_0.png
- 39399129-39399129_1_0.png
- 39399129-39399129_1_1.png
- 39399207-39399207_2_0.png
- 39400639-39400639_6_0.png
- 39402740-39402740_6_0.png
- 39402874-39402874_4_0.png
- 39404192-39404192_3_0.png
- 39408508-39408508_6_0.png
- 39408918-39408918_1_0.png
- 39409354-39409354_9_0.png
- 39409654-39409654_7_0.png
- 39411242-39411242_4_0.png
- 39414991-39414991_1_0.png
- 39415126-39415126_4_0.png
- 39415168-39415168_1_0.png
- 39415169-39415169_1_0.png
- 39415222-39415222_1_0.png
- 39415243-39415243_2_0.png
- 39415243-39415243_2_1.png
- 39415333-39415333_3_0.png
- 39415510-39415510_2_0.png
- 39415516-39415516_2_0.png
- 39415553-39415553_3_0.png
- 39415559-39415559_3_0.png
- 39415716-39415716_1_0.png
- 39415912-39415912_4_0.png
- 39415941-39415941_1_0.png
- 39415986-39415986_1_0.png
- 39416198-39416198_2_0.png
- 39416294-39416294_4_0.png
- 39416357-39416357_4_0.png
- 39416419-39416419_1_0.png
- 39416424-39416424_2_0.png
- 39416431-39416431_1_0.png
- 39416566-39416566_1_0.png
- 39416603-39416603_1_0.png
- 39416648-39416648_1_0.png
- 39416709-39416709_4_0.png
- 39416735-39416735_1_0.png
- 39416841-39416841_7_0.png
- 39416842-39416842_1_0.png
- 39416861-39416861_11_0.png
- 39417036-39417036_1_0.png
- 39417053-39417053_1_0.png
- 39417060-39417060_3_0.png
- 39417065-39417065_7_0.png
- 39417097-39417097_1_0.png
- 39417160-39417160_2_0.png
- 39417165-39417165_1_0.png
- 39417243-39417243_3_0.png
- 39417310-39417310_3_1.png
- 39417360-39417360_6_0.png
- 39417364-39417364_2_0.png
- 39417462-39417462_1_0.png
- 39417486-39417486_4_0.png
- 39417511-39417511_1_0.png
- 39417611-39417611_1_0.png
- 39417620-39417620_3_1.png
- 39417698-39417698_2_0.png
- 39417779-39417779_1_0.png
- 39417779-39417779_1_1.png
- 39417785-39417785_4_0.png
- 39417787-39417787_4_0.png
- 39417817-39417817_9_0.png
- 39417894-39417894_5_0.png
- 39417916-39417916_4_0.png
- 39417935-39417935_2_0.png
- 39417944-39417944_2_0.png
- 39418026-39418026_5_0.png
- 39418084-39418084_4_0.png
- 39418088-39418088_8_0.png
- 39418177-39418177_2_0.png
- 39418352-39418352_2_0.png
- 39418559-39418559_4_0.png
- 39418629-39418629_9_0.png
- 39418634-39418634_1_0.png
- 39418672-39418672_8_1.png

European images with no detected text (116):
- 005A4.png
- 00C80X2.png
- 00PP8S.png
- 00QR8J.png
- 02WE605T.png
- 06K6BM.png
- 06NXXL.png
- 06NYXZ.png
- 06ZFLH0.png
- 09ANL0M.png
- 09CL1SZ.png
- 09G87V9.png
- 09Z9Z8.png
- 0BCZ19C.png
- 0C7J9Z.png
- 0C9S6H.png
- 0CC9049.png
- 0G99Z.png
- 0L868S86.png
- 0P0X569.png
- 0RZ98AS.png
- 0X009B.png
- 0Z0928SV.png
- 14HS9Z.png
- 16N9.png
- 28ZMMS.png
- 30GC80.png
- 30S98C.png
- 30W69L.png
- 30WZV8.png
- 33S8L8.png
- 3A3898.png
- 3BV29.png
- 3CAS0Z.png
- 3CNWM6.png
- 3CW9CV.png
- 3CWWW6.png
- 3CZ86SC.png
- 3G3CC8.png
- 3GAS08.png
- 3GV0V9.png
- 3LC69Q.png
- 3OZZ4L.png
- 3XOVZ9.png
- 3ZQSV8.png
- 3ZZ96C.png
- 4BPVS8.png
- 4TZSRNN.png
- 6BZCZLSJ.png
- 6CII09Z.png
- 6CIL0025.png
- 6CL8L09.png
- 6CZ9ZS9.png
- 6I1XC6.png
- 6NZVT.png
- 6P2CHJ.png
- 6P7XX99.png
- 6PEWM.png
- 6PII8B.png
- 6PTXX99.png
- 6S9CJV.png
- 6S9S0L.png
- 6SCZP1T.png
- 6Z900HH.png
- 6Z9C099.png
- 6ZL8H9.png
- 8C8C0V1.png
- 8C8RS.png
- 8D929R.png
- 8IZZ7O0.png
- 8K66MC.png
- 8PIZ0T.png
- 8Z9L.png
- 8ZL0139.png
- 8ZZ903C.png
- 9B8C9JY.png
- 9C999.png
- 9CW70.png
- 9CZC949.png
- 9G9002.png
- 9GH09ZC.png
- 9GZZCV6.png
- 9H3SM.png
- 9HNNZ3.png
- 9IC6979.png
- 9IIL009.png
- 9IX6MO.png
- 9IZ6HM.png
- 9LL6CJ8.png
- 9P889BS.png
- 9P889S.png
- 9PCGN.png
- 9PSC7.png
- 9PSISVZ.png
- 9PSSZRT.png
- 9S7H8C.png
- 9SCC8XL.png
- 9SH70GZC.png
- 9SI0SW.png
- 9SI7L.png
- 9X19Z.png
- 9Z30ZB.png
- 9Z60V9.png
- 9Z8CH.png
- 9Z9QQ.png
- 9Z9SBHH.png
- 9Z9SH.png
- 9ZAA0Z2.png
- 9ZAZZ8.png
- 9ZC888.png
- 9ZH35.png
- 9ZILS1.png
- 9ZL989C.png
- 9ZP99B.png
- 9ZZZ809.png
- 9ZZZ9L.png

Russian images with no detected text (171):
- A001BO92.png
- A001CX61.png
- A001HY116.png
- A001KK161.png
- A003EY177.png
- A003XT37.png
- A005KO67.png
- A005KX92.png
- A006XO38.png
- A007XX44.png
- A008XK197.png
- A009EX196.png
- A009HE199.png
- A009KP67.png
- A013AC790.png
- A013EO177.png
- B001KC54.png
- B001TB95.png
- B001YA177_0.png
- B003AA777.png
- B003BB24.png
- B003HB15.png
- B004XX198.png
- B005BY134.png
- B006BO174.png
- B007BX99.png
- B007XA178.png
- B008EA54.png
- C001TB35.png
- C003KO163.png
- C003OO98.png
- C006HH124.png
- C006OE69.png
- C006OX178.png
- C008AC163.png
- C009AA178.png
- C009BA174.png
- C026YB96.png
- C030OY96.png
- C037KC01.png
- C040OC116.png
- C044OP26.png
- C049YB52.png
- E007CY46.png
- E007HB134.png
- E007HT750.png
- E007XA177.png
- E008KE142.png
- E009BP198.png
- E009PX29.png
- E010EE89.png
- E010HT134.png
- E010XA750.png
- E016TT21.png
- E017HA32.png
- E018BO777.png
- E023KP14.png
- E026CC97.png
- H003YE46.png
- H004ET68.png
- H004HP152.png
- H004XO42.png
- H005AO46.png
- H007BP116.png
- H007PY97.png
- H007YE777.png
- H014OT159.png
- H016TO39_0.png
- H018KY777.png
- H019KP32.png
- K005CO16.png
- K005HH750.png
- K005PO39.png
- K005YK77.png
- K007AK76.png
- K007XO750.png
- K010BK102.png
- K010BT71_0.png
- K010KB10.png
- K011KK152.png
- K011KO32.png
- K016PP90.png
- K017HC71.png
- K017KX102.png
- K021OA163.png
- M222XC16_0.png
- M282MM46_0.png
- M331AX46_0.png
- M337MP68_0.png
- M400CC47_0.png
- M408PK86_0.png
- M490XM54_0.png
- M500EP163_0.png
- M505AM116_0.png
- M702BO31_0.png
- O001BA161.png
- O001MX54_0.png
- O001TO22.png
- O002HX98_0.png
- O002OO97.png
- O003BC73.png
- O003CT72.png
- O003TX96.png
- O003XY777.png
- O005AB05.png
- O005CB54.png
- O005HX72.png
- O005YB55.png
- O006AO136.png
- O007KO78.png
- O007OC750.png
- O007PO52.png
- O009PP777.png
- P007KK99.png
- P007PC63.png
- P008OM34_0.png
- P009OO152.png
- P010KX72.png
- P011EY56.png
- P011YE71.png
- P012YY66.png
- P015AT63.png
- P022KO78.png
- P023YT57.png
- P035OP39.png
- P041EX14.png
- T009PP190.png
- T010EB66_0.png
- T013YB178.png
- T014YC56.png
- T017PC178.png
- T022OH69.png
- T024BX799.png
- T031KX77.png
- T033YE54_0.png
- T040TT42.png
- T040YK174.png
- T042KE72.png
- T042KK54.png
- T053BK799.png
- T060XX06.png
- T067TT61.png
- X005AT61.png
- X005CY777.png
- X006EH178.png
- X006HY190.png
- X006XK47.png
- X007XX47.png
- X012AK96.png
- X013OO61.png
- X020KX97.png
- X020XC750.png
- X025HY61.png
- X039XT190.png
- Y001XO150.png
- Y001XT177.png
- Y003TY52.png
- Y004CY777.png
- Y007PP777.png
- Y007TH96.png
- Y007XE777.png
- Y009AA197.png
- Y009BX197.png
- Y009TY178.png
- Y015HK33.png
- Y016YC102.png
- Y018YK199.png
- Y020PA77.png
- Y023OE178.png
- Y024BH26.png
- Y026HE33.png
